text,topic,probability,topic_label
"i overdrew my account due to errors related to my xxxx xxxx transactions for {$100.00} and {$230.00} on xx/xx/2019 resulting in two overdraft fees of {$34.00} each, one stop-payment fee of {$30.00}, and additionally, two returned payment fees of {$34.00} each on xxxx  bill of {$5.00} and my electric bill of {$120.00}. i called many times to get those fees reversed. they only waived {$12.00} out of the total of {$170.00} in overdraft and other fees charged to my checking account.",-1,0.0,-1_the_xxxx_to_and
i checked my credit reports and noticed the inquiry on there but have not done any business with this company. they will not remove it.,-1,0.0,-1_the_xxxx_to_and
i purchase is an airline ticket on xx/xx/xxxx and it was xxxx dollar but the i realize it was the wrong airport so i called right away to cancel the ticket and since it was before 24 hours so i could cancel it and get a refund which is what supposed to post in my account in 5 days and on xx/xx/xxxx i got the money back so i purchase another airline ticket with the same money that i got back but it was xxxx dollar and the money was taking out of my available balance on xx/xx/xxxx but it was saying pending on the statement but it was out of my available balance already on xx/xx/xxxx the xxxx dollar was taking again out of my account but showing in my account as it was only one charge .. and i am not even able to see the first airline ticket or the refund on my statement because they said it was dropped charge like it was never happened but it did happened..thats not the first time this happened it did happened before but i usually get the money back after the weekend on monday but this time no it did got back .. i tried calling them and they explaining but they only say one thing.. i dont see it on the statement.. so why i cant see my purchase for the first airline ticket that it was refunded.. this is my money and i am supposed to see all the charges i made and the refund on my account.. i am missing xxxx dollar from my account which is got disappeared from my bank account and i need to get this money back i dont know what to do,-1,0.0,-1_the_xxxx_to_and
"i purchased tickets ( using my xxxx xxxx xxxx chase credit card ) for my family of four and my two parents to go overseas from the us to xxxx for the first time last fall. i purchased through a discount airline ( xxxx ), as it would not have been financially possible with another carrier. our tickets were round trip, not purchased as individual one way fares. four tickets were purchased for my family on xx/xx/xxxx ( and my parents tickets were purchased xx/xx/xxxx. all six of us flew from the us xx/xx/xxxx. my family of four were set to return xx/xx/xxxx, with my parents set to return xx/xx/xxxx. 

as xxxx airlines began experiencing financial difficulties, they started changing and cancelling flights. my return was cancelled because my flight from xxxx to xxxx wasnt being flown. i was told by xxxx if i could get to xxxx on another airline, i could catch a flight from xxxx back to the us with xxxx. needing to get back to work as a teacher, i booked 4 flights from xxxx to xxxx at my own expense. two days later xxxx failed altogether. my new tickets to xxxx were now worthless as xxxx could no longer able to get me back to the us and no other carriers had flights to my destination. 

because of this, i was forced to buy new tickets from xxxx to the us on united airlines for all 6 passengers. obviously, this caused some serious stress throughout our trip and also some serious financial strain that was unexpected. the return flight i purchased were as much as the round trip tickets i had originally purchased on wow, so my airfare essentially doubled. 

upon contacting chase when i got home, i was told that i would only partially be refunded because i was provided partial service. the customer service representative and supervisor ( both of which were friendly ) equated it to buying a pair of pants and a shirt. if the pants were not acceptable, i still have to pay for the shirt. my contention is a little different. i purchased 6 round trip tickets, all part of the same trip. the service i purchased was to get me to my destination and get me back to my origin all as one transaction. 

i was not left in a better position by being flown across the world and left with not so much as an email from xxxx that they were closing. i incurred additional flight, lodging, food, etc. my questions for the representatives were simple, but with no adequate responses. 

1. if i buy a flight with a connection, if i am flown to the connecting city, but not flown to my destination, is this considered a service? should i have to pay for part of a flight? 
2. if i pay someone to put on a new roof, and they tear it off, but dont put new shingles back on, do i have to pay for partial service? 

in both of these cases, just like my case, we were not left in a better position. we were most definitely left in a much worse position. if xxxx was still in business, i would be asking them for a complete refund, and if that did not work, i would be suing them for damages. according to xxxx xxxx xxxx, which would have applied if they were still in business, i would have been entitled to xxxx euros per flight for the original cancellation of my return as well as the cancellation of the rescheduled flight. they would also be liable for lodging, new flights booked, food etc. in total, this would add up to literally $ xxxx. 

yet, i am being told by chase, that xxxx in some way provided me something for which i should be grateful enough to pay {$1500.00} of the original {$3000.00}. 

in actuality, it seems much more likely that chase is not willing to take on this liability since xxxx is not here anymore to refund me the money. however, this is why i use my credit card to make these purchases consumer protection. 

i have worked through multiple levels of employees, but non have been empowered to make an actual decision beyond "" sorry, company policy. ''",-1,0.0,-1_the_xxxx_to_and
multiple times with the latest being xx/xx/xxxx chase has manipulated the order credits and debits come out of the account so they can collect late fees. i have receipts and screen shots showing a positive balance after a deposit and the next morning there are multiple bounced checks. first time i brought this up it was made right and i was told deposits have to be made before xxxx no mention of eastern time. this last time i made sure my deposit was before xxxx and now they are saying xxxx eastern. their reps should no this stuff. on top of this they organize the transactions so they can maximize the amount of things over drafting. they had a class action lawsuit xxxx dealing with this exact same thing.,-1,0.0,-1_the_xxxx_to_and
"chase bank refuses to reverse a completely fraudulent charge from xxxx that was not authorized by me. i have contacted both chase and xxxx to solve the matter amicably but they both refuse to reverse the charge that was billed fraudulently. i informed both chase and xxxx that my computer had been accessed without my knowledge and billed as my xxxx and credit card credentials are saved in my computer. my personal computer had a series of new browser history in which i had not searched, websites i had not visited, and numerous other indications that someone had been using my computer. xxxx is taking advantage of the matter by agreeing that it was a fraudulent charge but keeping the money regardless. 

they stated the following : "" my name is xxxx and i work here at xxxx. 

thank you for reaching out although i'm sorry to hear about this situation. 

we are also unable to intervene when credentials ( ex : device ) and/or accounts are shared, so we are unable to mediate or assist with this dispute. '' chase sapphire preferred has been equally unhelpful stating that xxxx  has supplied evidence of the charge : "" my ip address, id, and email '' .... after i had already informed them that all the aforementioned is accessible from my computer as xxxx has a copy of my driver 's licence saved as a verified user and there is a copy of my driver 's licence my computer, my computer was used ( ip address match ), and the login to my email and xxxx is saved and so is my credit card for quick checkout. i have spoken to several representatives who are snarky, condescending, and smug. 

the following is information regarding the fraudulent charge. 

confirmation code xxxx total cost {$1900.00} fri, xx/xx/xxxx mon, xx/xx/xxxx my card type : chase sapphire preferred if the matter is not resolved i am planing on legal action. i am also filing a police report. i will be closing all accounts with chase, xxxx, and prompting all of my family members to do the same.",-1,0.0,-1_the_xxxx_to_and
"i opened the saving account for the {$25.00} bonus. i was supposed to received the {$25.00} bonus after 3 consecutive auto transfers from checking to savings. i notice on xx/xx/2019 that automatic transfer was cancelled for not enough funds into my checking 's account. therefore, i put enough funds in my account on xx/xx/2019 requested that the executive team reactivate my automatic transfer for the month of xxxx. although ms. xxxx reached out to me from the executive office, she failed to try to resolve my concerns ( case # xxxx ).",-1,0.0,-1_the_xxxx_to_and
"on more than one occasion my bank ( chase ) has charged me multiple overdraft fees towards my account. and it has to do with the way they process charges as they hit my account. they will take the largest item first, which will overdraw my account, and then charge smaller items afterwards. back on xx/xx/xxxx, this very same thing happened. we had a balance of {$130.00} and i had 3 charges come in to my accountone for {$350.00}, one for {$69.00} and another for {$46.00}. the bank ran all of these in that order and subsequently charged me 3 overdraft fees in the amount of {$34.00} each. when i called to complain about this practice they said they do it that way because they feel that larger items are more important items like house payments, car payments, etc. the bank has reimbursed us before for this practice, but told me this is a one-time courtesy and will not do it again. 
had those charges been done in reverse order, we would have had only one charge. in my opinion, as well as the rep from your agency, this is a shady business practice and a way for a bank to make more money off of people struggling to make it through until payday!! 
and this continues to happen to this day",-1,0.0,-1_the_xxxx_to_and
"chase is marketing credit cards to those of us with good credit like it's going out of style. be careful - the marketing is not clear. if you already have a swa chase personal card, do not apply for the new one online. this has sent me through a xxxx triangle, wasting my time and therefore money. 

it appears in the middle of xx/xx/2018, chase expanded their undisclosed 5/24 rule to include all co-branded cards, not just swa, yet the marketing machine continues to ignore this policy and the agents on the phone are not well trained. i am contacting the credit bureau b/c two of the cards opened are not mine - that is the silver lining here. 

however, the issue with incessant marketing of their branded cards to customers, plus this confusing 5/24 rule and lack of agent phone training, is false advertising. the information is still relatively opaque, as chase never comments on the 5/24 rule, but multiple reader and community data points suggest denials due to 5/24 for cards previously exempt. 

cfpb staff, please help educate consumers and hold the big banks accountable for deceptive trade practices. i do not believe this is intentional on chase 's part, but the second to last agent did encourage me to file a complaint here, so be it. 

thank you! 

xxxx",-1,0.0,-1_the_xxxx_to_and
my name is xxxx xxxx. i have missed a payment in xx/xx/2018 and was 30 days past due but now current. i applied numerous times for a loan modification to get loss mitigation assistance but did not get any help. chase only gave me a loan forbearance option. i am xxxx xxxx xxxx and have an issue with refinancing since my dti is too high because of excessive debt so i get declined every time and my credit score is too low at xxxx.,-1,0.0,-1_the_xxxx_to_and
"on xx/xx/2019, a xxxx xxxx purchased a xxxx xxxx  for {$350.00} from me using xxxx, which was linked to my chase account. i withdrew the funds to my chase checking account on the same day. 

on xx/xx/2019, i was notified by xxxx that xxxx 's bank had issued a chargeback and chase took the amount directly from my checking account. 

i opened a dispute with chase on xx/xx/2019 and explained my situation. 

on xx/xx/2019, i received paper mail from chase notifying me that they had denied my appeal and are taking my {$350.00} to return to xxxx.",-1,0.0,-1_the_xxxx_to_and
chasemortgagehasautomaticallydeducted2mortgagepaymentsfrommyxxxxxxxxcheckingaccountwithoutmypermission.iamnotsetupuponautomaticpayments.ididnotauthorizethemtodeductandiamcurrentonmyloan.,-1,0.0,-1_the_xxxx_to_and
"i have contacted jp morgan chase as well as xxxx credit reporting about a chase credit card that i closed in xxxx of 2018. for some reason, on xxxx only ( out of all 3 credit bureaus ) xxxx is reporting that i have 3 chase credit card accounts. two of those  supposed "" credit card accounts '' have the exact same account numbers. one of those accounts, shows that the balance is paid in full and closed. the second credit card account, again with the same exact credit card number is showing and continues to show that i have an outstanding balance of {$6800.00}. which is a totally false statement. 

despite my making disputes with both chase and xxxx, as of today, this still shows as an open debt of {$6800.00}. and it is showing that i am continuing to use 159 % of the available credit to me. how does this continue to go on? it has been 6 months of xxxx. i can not refinance my mortgage. i am fully prepared to sue both chase bank and xxxx  if necessary.",-1,0.0,-1_the_xxxx_to_and
"my situation started when i received a payment of {$4100.00} from an unknown business that operates in colorado. following this situation a person called me claiming to be partners with the company that sent me the money, this person told me that he was interested in giving me a job, the job was to take the amount of {$4100.00} out of my bank account ( the money he sent ) through the atm and deposited into one of his accounts. i immediately knew that something wasnt right. so what i did was i send the money back to the original sender ( company in colorado ) in two electronic  payments of {$2000.00} each totaling {$4000.00}. 
a day after i completed this transactions the bank froze my account, i went to the bank and spoke with the claims department and notified them about this issue, i also notified them that i sent the companys money back to them and that i only needed to send back {$170.00} more. now this company in colorado made a claims against the original transaction, which the bank ( knowing about the fact that i gave them their money back ) approved their claim and debited my account for the total of {$4100.00} creating an overdraft in my account. so now this company in colorado have kept {$4000.00} extra out of my expense because the bank forgot about the two transactions of {$2000.00} that i sent back. i called the bank so that they could reverse the two transactions of {$2000.00} each and they denied my claim. i think this is really unfair because the bank should be responsible for this matter since they authorized a debit to my account knowing that i gave the money back to the original sender. now im negative {$3000.00} in my account and the bank is telling me that i have to pay for it.",-1,0.0,-1_the_xxxx_to_and
"action taken by the company between the dates of xx/xx/xxxx - xx/xx/xxxx an individual ( or group of individuals ) contacted chase claims and opened multiple claims that reversed payments to creditors authorized by me and then used the credited reversed funds and fees to make unauthorized transactions. 

xx/xx/xxxx : 1. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed a payment on a personal loan to pave for {$360.00} from xx/xx/xxxx. 
2. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed three payments of {$190.00} made to xxxx xxxx on behalf of xxxx xxxx to pay off a credit card. the date ( s ) of the reversed payment ( s ) occurred on xx/xx/xxxx, xx/xx/xxxx, and xx/xx/xxxx. 
xx/xx/xxxx 1. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed five payments of {$190.00} from xxxx xxxx to xxxx xxxx to xxxx. the five payments that were reversed from xx/xx/xxxx, xx/xx/xxxx, xx/xx/xxxx, xx/xx/xxxx, and xx/xx/xxxx. 
2. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed four payments to xxxx xxxx - three payments of {$180.00} and one payment of {$240.00}. the payment dates were xx/xx/xxxx, xx/xx/xxxx, xx/xx/xxxx, and xx/xx/xxxx. 
xx/xx/xxxx 1. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed an authorized hoa payment to xxxx xxxx xxxx xxxx dues. a payment in the amount of {$230.00} was reversed from xx/xx/xxxx. 
2. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed three payments made to xxxx in the amount of {$360.00} from xx/xx/xxxx, xx/xx/xxxx, and xx/xx/xxxx. 
3. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed two payments made to xxxx in the amount of {$210.00} from xx/xx/xxxx and xx/xx/xxxx. 
4. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed two payments made xxxx xxxx in the amount of {$190.00} from xx/xx/xxxx and xx/xx/xxxx. 
xx/xx/xxxx 1. claim # : xxxx an unauthorized claim was made by an individual or group of individuals that retroactively reversed a payment to xxxx in the amount of {$360.00} from xx/xx/xxxx. 
two payments were reversed from xxxx xxxx in the amount of {$190.00} from xx/xx/xxxx and xx/xx/xxxx. two payments were also reversed from xxxx in the amount of {$210.00} from xx/xx/xxxx and xx/xx/xxxx. finally, a payment was reversed from xxxx xxxx xxxx in the amount of {$230.00}. 
xx/xx/xxxx claim # : xxxx i made a claim in the branch that was advised by a customer service representative. 
this advice was made when i went to close out an account after receiving a phishing email. it was then found that my debit card had been use to make multiple transactions totaling {$2800.00} between xx/xx/xxxx and xx/xx/xxxx actions i have personally taken to resolve the issue xx/xx/xxxx after beginning to receive claims paperwork, i immediately notified chase claims department. the first claims specialist i spoke with was very rude. she kept badgering me about the final transaction on my account. when i couldn't provide her the information, she to call me back when i had the proper information and hung up. i called back and spoke with a guy named xxxx. i explained the situation to xxxx. he had me verify my last know transaction. after verifying my last known transaction, xxxx took a look at the claims made from xx/xx/xxxx. i advised xxxx that these were claims that i did not call in to reverse. 

xx/xx/xxxx this was the 2nd call i would make in 48 hours. the claim 's specialist, once again, was very rude. when i called back, i told the claim 's specialist i would like to speak to a supervisor. i was put on hold for 15 minutes. i finally became frustrated and hung up. 

xx/xx/xxxx this was the 3rd attempt made to ( attempt to ) get help in recovering my money. to get any answers, i had to use a potential review to the xxxx xxxx xxxx about chase 's claims practices and protocols. i was then transferred to chase 's executive office to escalate my claim. it was at the executive office that i spoke with xxxx. xxxx opened claim xxxx on my behalf. she said once my claim was assigned to an executive office employee, that person would contact me at the number on file. 

xxxx - mid xxxx my case was assigned to xxxx in the executive office. we spent roughly 2 weeks before either one of us spoke on the phone - although she had left a handful of voicemails. i first spoke with xxxx on friday, xx/xx/xxxx. i told her about the multiple claims that were opened against an account i had since closed. she claimed she only received two of the claims against the account. after speaking with me she assured me she was going to "" investigate '' all the claims made that were made beginning at the end of xxxx. on xx/xx/xxxx, i noticed multiple payments being deducted from my chase checking account. in the description, all i saw were numbers. on xx/xx/xxxx, i called xxxx to see why money was being debited from my account. of course, all i got was xxxx 's voicemail. i left a message requesting a return call. by xx/xx/xxxx, i still had not received a return call. i called xxxx once again because money was still being debited from my account. this time i got a hold of xxxx. her explanation for the debited funds was a bit odd. she told me that while they were "" investigating '' these open claims, money was still going to be debited and there was nothing she could do about it. finally, on xx/xx/xxxx, i received a voicemail from xxxx to call her as soon as possible. i returned her call once school was dismissed for the day. it was at that point, that xxxx told me they closed their "" investigation '' of my claims and decided not to reverse their decision. when asked what research they used to complete their "" investigation '' xxxx became short and told me i would have to subpoena the information. at that point, i hung up because i felt that it was a lose lose situation.",-1,0.0,-1_the_xxxx_to_and
"i bought a new xxxx xxxx on xx/xx/xxxx from xxxx xxxx xxxx in xxxx. 
i paid the loan in xx/xx/xxxxbut chase financial never release the title. 
i contacted chase several time with no resolution. each time they told me they will release it but nothing was done. 
now i moved to another state and i can not get the registration in the other state because i do not have the title. 
i will be obliged to rent a car since i can not use my car",-1,0.0,-1_the_xxxx_to_and
"early in xxxx i became the xxxx xxxx of the us office of a xxxx company. the u.s. office of the company was incorporated in delaware as a separate entity. there is a sole owner who also owned the xxxx based entity. 
our bank was chase, and xxxx xxxx our bank contact, based on a relationship with prior foreign company i had been running at the same location with the same infrastructure and bookkeeper. xxxx relationship with mr. xxxx dated from from xxxx or xxxx. the chase relationship dated from xxxx. 

in early xxxx of xxxx i asked xxxx xxxx about a small line of credit. the company produced tv commercial and in production oftentimes equipment and locations need to be paid in advance, or require deposits. in addition there is travel. i had been using my own ( personal ) credit card. given xxxx was slow in paying us money owed, i was getting concerned. 

xxxx called me a few days later and said he had a better solution and put me in touch with xxxx xxxx, at the bank, to open a company credit card. he assured me it would be set up as a corporate card and i would have no liability. i reiterated i was doing this as i was using my own card and did not want any liability. 
the card application was made on-line during a phone call with xxxx xxxx. xxxx xxxx initiated the call.. after we spoke, he transferred me to xxxx xxxx. she guided me through the process. i specifically said to her i did not want the card if i would be liable if something happened with the company. i explained that i knew of instances where employee had cards in their names and were held liable. she clearly told me i was covered in the event of any kind of default. she told me the company was responsible and i was "" protected '' ( her word ) on that same call xxxx guided me through the on-line application. i never signed anything. the official card date of issue is xx/xx/xxxx. 

i left xxxx at the end of xx/xx/xxxx and closed the office for them, although the company was kept open. the part time bookkeeper stayed on. the xxxx company declared insolvency in xxxx of xxxx. xxxx xxxx in the us has never actually closed. the owner stopped responding to anything in xxxx. the xxxx chase bank account remains open with a small balance. 

during the last week xxxx of xxxx, when i closed the physical office of xxxx xxxx in the us. everything was given to the part time bookkeeper who was the one that handled all the financial affairs and bank business. she was known to xxxx xxxx and had interacted on a regular basis. she was given the checkbook and the card, and she had all current records. all further chase business should be would be forwarded to her p.o. box. the monthly statements had always gone to the company address. 

the day i closed the office i went up to my chase branch and spoke to my banking contact xxxx xxxx. i told him i had left and the physical office was closed. i explained that the bookkeeper was taking over. i informed him i was no longer a signatory on checks and she had the card in her possession. 
some time in xxxx i contacted xxxx on a personal banking matter and when my leaving was referenced he claimed he had no idea and denied i ever came to see him. not sure why. perhaps he genuinely forgot. i asked him if the card needed to be closed. but he was rather argumentative. he said he would take care of it. he contacted xxxx xxxx. that resulted in the following email exchange that you will see below. 

xxxx, xxxx xxxx had left xxxx xxxx this past xxxx. please advise on having him removed from these business accounts. bill can be reached at xxxx. thank you. 
regards, xxxx xxxx at that point xxxx asked me for the book keeper 's phone number which i supplied to her. that was the extent of her correspondence. the card was kept open and the bank continued to do business with the corporate entity. i heard nothing back from that point on. there was nothing from her about any liability or action regarding the card. the bank never contacted me, or sent me bills or notices, ( despite their claim to the contrary in the attached xx/xx/xxxx letter to my attorney ). nor was i informed if the account was closed or kept open, or closed. they had a home address for me, and a telephone number. xxxx xxxx did not contact me after that. as noted, she knew i was gone, and card was left open and the bank continued on doing business with the company, and payments were ongoing for a time after that. 

the monthly payments continued to be made by the company and were accepted by the bank. the last one was as of xx/xx/xxxx. at some point the xxxx based owner walked way from his obligations and it appears the card was rendered inactive. ( when i was able to retrieve all the records for the account there was nothing between that xxxx statement and one issued xx/xx/xxxx. ) however the company was never closed. and as of earlier this year there is still a bank account with a balance. however the account has been frozen. 

most importantly that correspondence from xxxx xxxx was the last i heard from chase or anyone about he account, until saturday xx/xx/xxxx. this was over two years after leaving the company. i received the attached notice, mailed to my home, from xxxx xxxx. i had never received a bill or notice at my home address. 

i contacted xxxx xxxx by email about it. her email response : i have looked into the credit card ending in xxxx this credit card is issued in the business name, with your self as personal guarantor. that is why i believe you are getting the communication from xxxx xxxx. the last transaction on the card ( purchase transaction ) is from xx/xx/xxxx, but there were payments made each month until xx/xx/xxxx at which time the payments stopped and a late fee has been charged plus the interested each month. 

( e-mails are attached ) i further asked her about any signature and a closing date. her response : i am looking into a documentthere may not be one, as one wasnt needed in xxxx opened xx/xx/xxxx, there is no closed date listedit is in charged off status she also told me statements were available on line. they were not. i called the bank 3 times and they promised statements within 10 days at my home address. they never came. i was finally able to get them printed at a branch. 

the notices continued with xxxx offering to reduce the amount of {$29000.00} to around {$11000.00} and a proposed payment plan. i hired legal representation. my attorney then contacted xxxx and said all correspondence should go to him. he explained our stance that i am not liable and this is corporate debt, and outlined the reasons. at that point xxxx returned the debt to chase. chase then responded to my lawyer in correspondence received xx/xx/xxxx. ( attached ). a summation from my lawyer : chase finally responded. they claim you are responsible personally because you applied in your name with your ssn. they attached a form showing the information. they also attached an agreement that says, in its section headed legal responsibility that says that the person who applied for the account and gave his/her ssn is responsible. 
chase closes by pointing out that they may close out the account if it is not paid and then report the debt as forgiven,,, the irs will expect you to pay income taxes on the amount forgiven, {$29000.00} as of xx/xx/xxxx. 

they further claimed in the attached document that "" we kept sending monthly statements to xxxx xxxx xxxx until the account charged off on or about xx/xx/xxxx. '' this is not true. 

in referencing my liability they used my home address in xxxx on xxxx. i never received a bill or notice there during the entire time the account was opened and closed. that address was only used by the collection agency. and my last communication was in xx/xx/xxxx with xxxx xxxx and xxxx xxxx. 

on xx/xx/xxxx, my attorney sent a letter to the xxxx owner notifying him of the debt. ( attached ). he has not responded, on xx/xx/xxxx my lawyer called the bank at the number provided on the xx/xx/xxxx correspondence that was sent by the bank after xxxx xxxx returned the debt to the bank. he asked that the irs debt forgiveness be assigned to xxxx and not me. and said if paid a small amount just to end this and so as not to keep paying him was that possible. they said no to both. they advised him to write to a chase address in delaware. my lawyer sent a letter to chase at the delaware address ( attached ) on xx/xx/xxxx of xxxx. in early xxxx we had not heard from the delaware office. they finally returned a call to my lawyer on xx/xx/xxxx. the person from chase said they had not read the letter and further stated he had been told the xx/xx/xxxx letter was valid. my lawyer responded that the letter raised specific questions and we wanted answers to those questions. the representative said he would report back the comments. we have yet to hear back. 

in addition to the irs, this has also been reported to the major credit bureaus. my credit record was excellent until this appeared.",-1,0.0,-1_the_xxxx_to_and
"hello - i applied for a credit account with amazon and was denied credit. i subscribe to xxxx credit reporting services,, so i was notified immediately that a hard inquiry had taken place by "" chase card '' and that the company had pulled my credit report. okay, so i understand that. this was on friday, xx/xx/2019. i did not apply for credit following that. imagine my surprise when i got another alert on saturday afternoon, xx/xx/2019. the alert said that "" jpmcb card services '' had pulled my credit report ( another hard inquiry ). i immediately looked up jpmcb and it said it was a chase company. i looked up customer service so i could find out what was going on and was told that no one is available in credit reporting on the weekends - only monday- friday. i was understandably upset as i had not applied anywhere on saturday. what if someone was attempting to obtain credit under my name, i asked? i was told that they still couldn't help me since it was the weekend. what kind of company in this day and age of security breaches does not have someone available on the weekends? if credit is able to be pulled on the weekends, someone should be available on the weekends to assist should there be an issue. i still have no resolution nor any indication of why my credit would be pulled when i did not ask for it to be, particularly when it was an additional hard inquiry and i do not have an account with chase.",-1,0.0,-1_the_xxxx_to_and
xxxx xxxx xxxx inquiry on xx/xx/xxxx xxxx  xxxx xxxx inquiry on xx/xx/xxxx jp morgan chase inquiry on xx/xx/xxxx xxxx xxxx inquiry on xx/xx/xxxx xxxx xxxx xxxx xxxx xxxx xxxx- xx/xx/xxxx the inquires were not authorized and i dont recognize them,-1,0.0,-1_the_xxxx_to_and
"i found that jpmcb-card service has pulled my credit score on xx/xx/2018, without my knowledge, consent, and request. i even don't know what is jpmcb. 

remove this incorrect reporting from my report. else provide me the evidences showing my credit card application with jpmcb card service.",-1,0.0,-1_the_xxxx_to_and
"in xx/xx/2019, several transactions on my chase checking account was fraudulent so i filed a report with chase. instead of helping me, chase closed all my accounts and refused to have a banking relationship with me from then on. then chase froze all my money for a month and eventually sent me a balance after i had filed a complaint with cfpb. now a month later, chase tries to collect {$190.00} in debt that i have no idea where it came from. chase said the balance was a result of a fraudulent transaction that chase decided that i was responsible for.",-1,0.0,-1_the_xxxx_to_and
"someone called stating i had felony committed under my social security number and name. took xxxx out of my checking account to "" secure my assets "". stating from police department.",-1,0.0,-1_the_xxxx_to_and
i upgraded my xxxx xxxx card in xx/xx/2018 and was told by the agent who did the upgrade my anniversary date would not change. it turned the agent was giving me the wrong information in order to upgrade the account. xxxx   changed my anniversary date from xx/xx/xxxx to xx/xx/xxxx without my consent! xxxx has the recording of the agent who was misled me.,-1,0.0,-1_the_xxxx_to_and
on xx/xx/2019 i made a deposit into my chase bank personal checking account in the amount of {$20000.00} i waited the 10 business days it takes for a deposit of that size to clear and post to my account which it did no problem however as soon as the money posted to my available balance my account was locked and ultimately closed for whatever reason im not sure ok fine not the problem its going into xxxx now and i still havent received my funds and after speaking with my personal banker i was informed that indeed a check had been made but theyre refusing to send it to me and i feel like theyre discriminated against me for my age or something im not sure what the problem is because i also had a business account with them that was closed the same time with {$17000.00} in it and they didnt have any problems cashing me out the entire amount in the branch however i still havent received my {$20000.00} from my personal account even though i know a check has been made theyre essentially refusing to give it to me going on a month now without my money,-1,0.0,-1_the_xxxx_to_and
i am a senior citizen that has been scammed by several companies from xxxx to xxxx. i have paid over {$17000.00} to these time share companies and they have did nothing at all. they were all misleading and i have tried to get a refund from them and my credit card. i have been unsucceful. i have all the information on every company that i have paid.,-1,0.0,-1_the_xxxx_to_and
"chase card was reported on xx/xx/2019. however, fraudulent application have been submitted my identity without my consent to fraudulently obtain services. do not extend credit without verifying the identity of the applicant.",-1,0.0,-1_the_xxxx_to_and
i have been trying to do a loan modification with chase and all they do is give me the runaround i'm 72 mo behind they dont let me make payments i have aens all doc in but always asking more,-1,0.0,-1_the_xxxx_to_and
"some 3rd party fraudulent xxxx account made more than a dozen unauthorized transactions ( total close to {$20000.00} ) into my chase savings bank account. these transactions spanned over a period of 6 months ( xx/xx/2018 - xx/xx/2018 ). 

upon reporting ( on xx/xx/2018 ) to chase bank about the fraudulent transactions, chase returned roughly {$1800.00} back which fell in the first 60 days of the first unauthorized transaction. chase notified me that they are not able to recover any additional funds beyond first 60 days because they have liability for 60 days only and that ideally i should have called them within first 60 days of the first transaction. since then i have added additional alerts on my bank account to monitor it more closely. 

i called xxxx right away and reported those same transactions almost the same time as i reported to chase. xxxx requested me to go back to chase bank and ask chase bank to file ach return request. xxxx assured that as soon as they received the ach return request from chase they will return all the remaining funds back to me. 

after multiple follow ups, chase finally filed ach late return request to return the funds to the originating bank. however, chase filed these ach late return requests with xxxx xxxx ( another bank which had pulled the money in the first place ) and not xxxx ( who is the merchant ). multiple chase bank representatives assured me that this is the right way to do it and this is the only way chase bank can do it. 

it's been more than 2 months since the ach late return requests were made to xxxx xxxx but they have not responded. chase bank waits for 2-3 weeks for xxxx xxxx to respond and after that makes a new request to recover funds. however till date xxxx xxxx has not responded and i have not received my money even though xxxx have told me that they will return all funds. 

i keep following up with both chase and xxxx every 1-2 weeks but i'm not getting much luck with either one of them. often times i get different confusing answers from both chase and xxxx. 

many tell me that the fact that xxxx xxxx is not responding to chase is not normal. one bank   ought to respond when the other is trying to talk. 

i need help from chase, xxxx and xxxx xxxx to get my {$18000.00} back.",-1,0.0,-1_the_xxxx_to_and
"my personal information was used without my knowledge and because of several phone calls from creditors that did not belong to me, that prompted me to check my credit. according to xxxx and xxxx xxxx my personal information was exposed in both of their data breaches. xxxx, then confirmed that i was one of the individuals whose data was exposed twice this year alone. to date, i have noticed that there are several inquiries and credit accounts that were not requested by me were listed on my credit report. ive filed an identity theft report with the ftc and a police report. the ftc identity theft report number is xxxx",-1,0.0,-1_the_xxxx_to_and
